full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
Fakta-fakta DAY6 yang Bakal Konser di Tiga Kota di Indonesia https://t.co/H8KAiLzktM #TempoSeleb,1.83850946290008E+018,2024-09-24 09:23:08+00:00,tempodotco,18129942,in,Indonesia,0,0,0,1,https://x.com/tempodotco/status/1838509462900085114,,0,tempodotco,
temen kantor w yang suka day6 dan jarang ngetweet mau ngasih freebies pas konser terus w bilang biasanya nanti yang terima freebies suka ngajak mutualan di twitter terus dia bilang kalo gw kasih LinkedIn gw aja boleh ga? nanti ngobrolnya di LinkedIn ,1.83852528839051E+018,2024-09-24 10:26:01+00:00,bandeusshi,8.45280822189948E+017,in,,762,94,1597,16876,https://x.com/bandeusshi/status/1838525288390512761,,0,bandeusshi,
halooo temen-temen myday kalo masih bingung mau makan apa di konser surabaya nanti bisa cus pesen di aku yaah jangan sampai kelaparan #DAY6_FOREVER_YOUNG_Indonesia #DAY6_FOREVER_YOUNG_Surabaya,1.83857931039713E+018,2024-09-24 14:00:41+00:00,cachoonne,8.77737074174024E+017,in,24,0,0,0,0,https://x.com/cachoonne/status/1838579310397149310,,0,cachoonne,
ini detail dan spesifikasi contoh desainnya yaa form pesan: https://t.co/ynaJqaAett #DAY6 #emoney #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Indonesia https://t.co/t0MV2gf22F,1.83887415341347E+018,2024-09-25 09:32:17+00:00,madsimad,44855315,in,,0,0,0,0,https://x.com/madsimad/status/1838874153413489100,,0,madsimad,
yang bikin tiket konser DAY6 pantas untuk dibeli: 1. musikalitas DAY6. sensasi nonton penampilan DAY6 secara langsung gak akan tergantikan dengan rekaman video/foto 2. visualnya park sungjin. gak bisa ketangkap kamera soalnya harus liat langsung https://t.co/WxTWoU7Q2g,1.838901364443E+018,2024-09-25 11:20:25+00:00,youngcyow,1.1311974457051E+018,in,,25,5,152,517,https://x.com/youngcyow/status/1838901364443005121,,0,youngcyow,
FREEBIES FOREVER YOUNG SURABAYA by @hi_yeppeosseo Hand Mirror &amp; Pas foto. ️ limited quantity ️ Oct. 16 2024 JAWA POS ARENA SBY Kalau ketemu sapa aja yaa Maafkan gabisa buat template bagus #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_SURABAYA https://t.co/ziiiSwax5k,1.83952648825492E+018,2024-09-27 04:44:26+00:00,hi_yeppeosseo,545770832,in,97's,5,37,190,277,https://x.com/hi_yeppeosseo/status/1839526488254939466,hi_yeppeosseo,1,hi_yeppeosseo,hi_yeppeosseo
Jelang Konser di 3 Kota DAY6 Beri Pantun untuk My Day Indonesia https://t.co/W17K1sp0sK https://t.co/lFU5vT1ucB,1.83993572600964E+018,2024-09-28 07:50:36+00:00,kompascom,23343960,in,Jakarta,1,0,1,2,https://x.com/kompascom/status/1839935726009655768,,0,kompascom,
@asaanamii Hai aku Sungjin dari Day6 yang bentar lagi bakalan konser ke Indonesia di 3kota ,1.83999318206461E+018,2024-09-28 11:38:54+00:00,Harutonih,1.71014362387732E+018,in,Royale Romain — Ziyana — 4NS0S,1,0,0,0,https://x.com/Harutonih/status/1839993182064611431,asaanamii,1,Harutonih,asaanamii
Tiket Konser di Tiga Kota di Indonesia Sold Out Member DAY6 Kasih Gombalan Maut Buat MYDAY https://t.co/rr4QGB3AsB,1.84003274269803E+018,2024-09-28 14:16:06+00:00,VIVAcoid,41730943,in,,0,0,2,1,https://x.com/VIVAcoid/status/1840032742698037661,,0,VIVAcoid,
Hai hai yg dari denpasar adakah yg nonton konsernya day6 di nusa dua oktober nanti?? Sapa tau bisa barengan biar ada temen #day6_forever_young_indonesia #day6_forever_young_bali,1.84030374018593E+018,2024-09-29 08:12:57+00:00,_sDew6,121673361,in,"Denpasar, Bali",0,1,0,1,https://x.com/_sDew6/status/1840303740185940230,,0,_sDew6,
Hi My Day~ Siapa nih yang udah gak sabar untuk nonton konser #DAY6 ️‍️‍ Tungguin info keseruan project kita tanggal 1 oktober ya! #Forever_Us #DAY6_FOREVER_YOUNG_Indonesia,1.84031341983421E+018,2024-09-29 08:51:25+00:00,dfi_official,1.06594522871504E+018,in,Indonesia,0,0,5,6,https://x.com/dfi_official/status/1840313419834216690,,0,dfi_official,
#DAY6_FOREVER_YOUNG_Indonesia Masih ada slot yaa https://t.co/NjOTtY3DqT,1.84033118122692E+018,2024-09-29 10:01:59+00:00,keyboardwon94,1.76506792828909E+018,in,,0,0,0,0,https://x.com/keyboardwon94/status/1840331181226938498,,0,keyboardwon94,
Mbanya baru pertama kali ni ingin buat FREEBIES - DAY6 Forever Young Surabaya (16.10.24) Limited qty What you'll get: 1 keychain random member 1 sachet honey Just say hi ke mba2 berompi ijo. See ya #DAY6_Forever_Young_Surabaya #DAY6_3RD_WORLDTOUR #FOREVER_YOUNG https://t.co/Yv9MJaPQYo,1.84034122338059E+018,2024-09-29 10:41:54+00:00,septianiii,54525049,in,Jakarta,4,7,115,142,https://x.com/septianiii/status/1840341223380590942,,0,septianiii,
Freebies DAY6 3RD WORLD TOUR &lt;FOREVER YOUNG&gt; in SURABAYA By : @Reegyeomie Jawa Pos Arena ⏰ TBA (Agak sorean brgkt nonton balik kerja) Jgn malu Say Hi kalo budeg tepuk aj First come first get Kindly tag me if u get ya RT+Like are apreciated #DAY6_FOREVER_YOUNG_SURABAYA https://t.co/6mPMtuICiK,1.8403567981944E+018,2024-09-29 11:43:47+00:00,Reegyeomie,1.07591785395655E+018,en,,4,8,105,142,https://x.com/Reegyeomie/status/1840356798194417915,Reegyeomie,1,Reegyeomie,Reegyeomie
Masih merinding gegara mau upload laporan blnan td malem disambi jaga eh terpantau ada email @mecimapro Makasih ya kak @hiitsmeadrie @yaamiiyuukii see you soon lah @day6official #DAY6_3RD_WORLDTOUR_INDONESIA #DAY6_FOREVER_YOUNG_INDONESIA #DAY6inSURABAYA2024,1.84057126632514E+018,2024-09-30 01:56:00+00:00,minliand,9.49566706472504E+017,in,Heaven of Earth ,0,2,1,0,https://x.com/minliand/status/1840571266325159969,"mecimapro,hiitsmeadrie,yaamiiyuukii,day6official",4,minliand,mecimapro
Sungguh semenjak problematika ytta kelar &amp; Sungjin balik gue gaada worry samsek fangirling Day6. Even kalaupun mereka gak naik daun kayak sekarang all worries udah ter-eliminate tinggal duduk manis nunggu lagu2 baru &amp; nunggu konser Worry nya tinggal ke rekening gue aja sih ,1.84063195712807E+018,2024-09-30 05:57:10+00:00,nanuneo,2831346234,in,,30,5,114,444,https://x.com/nanuneo/status/1840631957128086002,,0,nanuneo,
Hi Myday Minstradamus akan ngider sekitar venue untuk jualan aneka printilan untuk konser jangan lupa cari kita ya ada freebies lucu buat myday bali. isinya akan kita spill minggu ini #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_INDONESIA #DAY6inBALI #MYDAYBALI https://t.co/WhkvvB6Bny,1.84064557124327E+018,2024-09-30 06:51:16+00:00,cumapecintakpop,1.82736584876143E+018,in,📍Bali,0,0,0,1,https://x.com/cumapecintakpop/status/1840645571243282444,,0,cumapecintakpop,
Kke siap bertemu bapak youngk. #myday please say hi day2 jkt here we comeeeeee #DAY6_FOREVER_YOUNG_Indonesia https://t.co/1PBuzUmCg8,1.84066542652057E+018,2024-09-30 08:10:10+00:00,bbymyday,247686002,in,Indonesia,0,0,0,0,https://x.com/bbymyday/status/1840665426520576473,,0,bbymyday,
halooo temen-temen myday kalau bingung mau makan siang apa di konser surabaya nanti jangan lupa ikutan PO makanan aku yaa cuma 25k aja include makanan + alat makan + air mineral + freebies praktis &amp; anti ribet gak akan lemes deh ketemu ayang #DAY6_FOREVER_YOUNG_Indonesia https://t.co/dRTfdJtAxj,1.84075368272984E+018,2024-09-30 14:00:52+00:00,cachoonne,8.77737074174024E+017,in,24,0,0,0,0,https://x.com/cachoonne/status/1840753682729844813,,0,cachoonne,
Kagak ada yg mau neh mau liat youngk domestic version alias mau pindah ke pink huhu ayo dong ceu ceu #DAY6_FOREVER_YOUNG_Indonesia @DAY6TradingINA,1.84099406147978E+018,2024-10-01 05:56:02+00:00,madedidu,117402549,in,storybrooke,0,0,1,0,https://x.com/madedidu/status/1840994061479788601,DAY6TradingINA,1,madedidu,DAY6TradingINA
Kalian tuh dateng ke konser mau ngehype konsernya atau ngehype fanprojectnya sih?? Tujuan utama buat dateng ke konser day6 tuh liat perform member apa liat fanproject?? ,1.84130005247794E+018,2024-10-02 02:11:56+00:00,sungddeenly,1.17388423716379E+018,in,,63,8,168,479,https://x.com/sungddeenly/status/1841300052477956470,,0,sungddeenly,
Gils.. okt ini wiken gw full of konser. 5okt : citycamp indonesia arena jkt 12-13: online concert SVT Goyang 20 okt: day6 concert di BCIS ancol (kalo hoki free-an dari bos dpt yg tgl 19 bs nonton 2hari) fufufufufu... Uda ky cegils.. lol..,1.84131890692716E+018,2024-10-02 03:26:52+00:00,kakachan_10,79113872,in,Jakarta,0,0,0,0,https://x.com/kakachan_10/status/1841318906927161568,,0,kakachan_10,
Sederet Artis Korea Ini Gelar Konser Serempak di Indonesia pada Oktober 2024 Ada Day6 https://t.co/VybPQyCBIQ,1.84141172453421E+018,2024-10-02 09:35:41+00:00,BeautynesiaID,1.67144189490221E+018,in,,0,0,0,0,https://x.com/BeautynesiaID/status/1841411724534218846,,0,BeautynesiaID,
10 cm ailee 2ne1 taemin day6 udah mau konser di Indonesia. AKMU kapan.... ,1.84141707314003E+018,2024-10-02 09:56:56+00:00,tansky_,172978781,in,,0,0,0,0,https://x.com/tansky_/status/1841417073140048336,,0,tansky_,
Bismillahirrahmanirrahimmmmmm semoga lancar jaya semua semuanyaa day6 bisa enjoy Indonesia Tour dan mydays bisa nikmatin konser to the fullest &lt;33333 See you @day6official &amp; INA mydays!!,1.84143689245963E+018,2024-10-02 11:15:42+00:00,dindhaesica,123826525,in,,0,0,0,0,https://x.com/dindhaesica/status/1841436892459630926,day6official,1,dindhaesica,day6official
halo gais mau tanya QN DAY6 mcp membership section green ada yang belum di email qn nya belum yaa? soalnya temenku belum dapet qn #DAY6_3RD_WORLDTOUR #DAY6_forever_young_indonesia,1.84145785409364E+018,2024-10-02 12:38:59+00:00,blueeemark82,374373999,in,"Jakarta Barat, DKI Jakarta",0,1,0,0,https://x.com/blueeemark82/status/1841457854093656158,,0,blueeemark82,
halooo temen-temen myday kalau masih bingung mau makan siang apa di konser surabaya nanti ikutan PO makanan aku aja yuukk dijamin rasanya enak praktis dan anti ribet jadi kalian bisa have fun deh ketemu ayang #DAY6_FOREVER_YOUNG_Indonesia https://t.co/KPHy6e7YCR,1.84147844192683E+018,2024-10-02 14:00:48+00:00,cachoonne,8.77737074174024E+017,in,24,0,0,0,1,https://x.com/cachoonne/status/1841478441926836268,,0,cachoonne,
Ada ngga yah yang mau ke venue naik motor aja barengan dari daerah cipete atau pondok indah jaksel gitu. Soalnya gua kapok ke bcis naik krl pulangnya ngga sanggup wkwkwk #DAY6_FOREVER_YOUNG_INDONESIA,1.84149998402766E+018,2024-10-02 15:26:24+00:00,kji2088,1.36131205936376E+018,in,,0,0,0,0,https://x.com/kji2088/status/1841499984027668610,,0,kji2088,
 DAY6 Forever Young Freebies Aku akan bagi-bagi Day6 morse code bracelet di Bali and Surabaya stop. Limited quantity. Buat yang dapat/terima semoga suka dan boleh langsung dipakai. Tolong di keep ya jangan dibuang #DAY6_FOREVER_YOUNG_BALI #DAY6_FOREVER_YOUNG_SURABAYA https://t.co/ZiNfd7Cw6l,1.84165782834972E+018,2024-10-03 01:53:37+00:00,krisseyo,1.00605823154895E+018,in,,11,28,157,336,https://x.com/krisseyo/status/1841657828349722657,,0,krisseyo,
Guys... Yg nonton konser Day6 di Bali sapa aja nich mutual aku...?? Bareng yukkk... #day6 #데이식스 #DAY6_3RD_WORLDTOUR #day6inbali #DAY6_FOREVER_YOUNG_Indonesia #DAY6_FOREVER_YOUNG_BALI,1.84168477076773E+018,2024-10-03 03:40:40+00:00,TimeOfOurLife86,1.07357288219695E+018,in,"Bali, Indonesia",0,0,0,0,https://x.com/TimeOfOurLife86/status/1841684770767740987,,0,TimeOfOurLife86,
Pengen buat freebies juga tapi bingung ya Allah... Kek manaaa... Ini tuh first time bgt nonton konser day6 Tulunggggg guys... #day6 #데이식스 #DAY6_3RD_WORLDTOUR #day6inbali #DAY6_FOREVER_YOUNG_Indonesia #DAY6_FOREVER_YOUNG_BALI,1.84168518952281E+018,2024-10-03 03:42:20+00:00,TimeOfOurLife86,1.07357288219695E+018,in,"Bali, Indonesia",0,3,0,0,https://x.com/TimeOfOurLife86/status/1841685189522817536,,0,TimeOfOurLife86,
Day6 abis manggung di malaysia gak balik ke seoul lg kah? Mereka langsung ke indonesia liburan di bali trus lanjut konser 4 hari gitu? Wkwkwk,1.84178090173234E+018,2024-10-03 10:02:40+00:00,dowoondoun,1.41535263695027E+018,in,,0,7,0,8,https://x.com/dowoondoun/status/1841780901732352167,,0,dowoondoun,
Sumpah masih sakit aq sama ini akun penipu Semoga lu cepet MATI MAKAN UANG HARAM REISSYLIA SAFIRA LU NCTZEN SEMOGA LU CEPET KENA KARMA DARI HASIL LU NIPU #DAY6_FOREVER_YOUNG_Indonesia #DAY6 #DAY6_SURABAYA #scammertiket https://t.co/yhWW5HI5ys,1.84181532553871E+018,2024-10-03 12:19:27+00:00,Gie27262562,1.2895109212163E+018,in,,0,0,0,0,https://x.com/Gie27262562/status/1841815325538713866,,0,Gie27262562,
Day6 tuh semacam enjoy ya di indonesia kalo dilihat dr riwayat konser mereka jadi jarang banget buru-buru pulang. Karena biasanya konser mulai sore tuh kalo artisnya ngejar flight malam begitcuuu,1.84185978141984E+018,2024-10-03 15:16:06+00:00,siwsalabim,108815266,in,,0,0,0,0,https://x.com/siwsalabim/status/1841859781419847847,,0,siwsalabim,
안녕! Buat MayDay yang nonton DAY6 3RD WORLD TOUR &lt;FOREVER YOUNG&gt; in Jakarta yang Day 2 sudah di email e-ticket kah? Soalnya aku belum di email jg nih 고마워 #DAY6_FOREVER_YOUNG_Jakarta @mecimapro,1.84187548720085E+018,2024-10-03 16:18:31+00:00,suka__korea,1465621568,in,,0,0,0,0,https://x.com/suka__korea/status/1841875487200862363,mecimapro,1,suka__korea,mecimapro
HELP RT My Day Ada yg mau take over penginapan aku di surabaya D Rainbow Homestay Price : 306k /nego harga lagi boleh sampai jadi 800m dari DBL Arena Surabaya 16-17 oktober 2024. (1 hari) Alasan dijual : aku jadinya nonton di Bali #DAY6 #DAY6_FOREVER_YOUNG_Surabaya,1.84204634985819E+018,2024-10-04 03:37:28+00:00,venteusenuna,89385729,in,"Cianjur, Indonesia",0,1,0,0,https://x.com/venteusenuna/status/1842046349858197994,,0,venteusenuna,
Kalo habit di fandom lama/konser sebelumnya harus barricade qn 1 digit harga mati yo monmap aje di myday culturenya gak gitu. Disini cuma mau nikmatin konser dan karaokean bareng makanya ada kalimat There's no bad seats in Day6's concert ,1.84204706427823E+018,2024-10-04 03:40:18+00:00,sungjiniesm,1.08601647771342E+018,in,21+ selective,31,1,143,528,https://x.com/sungjiniesm/status/1842047064278237518,,0,sungjiniesm,
Itu jg kan yg jadi alasan kenapa banyak nonfans yg pengen ke konser day6. Karena yg mereka lihat konsernya seru myday kompak nyanyi bareng rapi dan tertib dan katanya mau meluapkan beban hidup di konser wkwk caranya gimana biar bisa seru? Ya mari patuhi manner guidenya.,1.84204706787275E+018,2024-10-04 03:40:19+00:00,sungjiniesm,1.08601647771342E+018,in,21+ selective,11,1,40,234,https://x.com/sungjiniesm/status/1842047067872755835,,0,sungjiniesm,
Sama aja guys ternyata tiketing konser DAY6 di Indonesia di Malaysia sama2 se-susah itu emg ,1.84208292412201E+018,2024-10-04 06:02:48+00:00,mykyle_,1.6152152972624E+018,in,BY:D 💚 & My Day 🍀,0,0,0,0,https://x.com/mykyle_/status/1842082924122018040,,0,mykyle_,
cmiiw ya setau ak anak anak jyp klo konser malem itu juga yg mulai sore kmarin karena shi? tp cmiiw ya lmk klo anak jyp ada yg konser sore oiya ini di Indonesia ya ^__^ klo ada yg bilang day6 konser di kl mulai nya sore ini ak lagi ngomongin di Indonesia bukan negara lain,1.84208399408057E+018,2024-10-04 06:07:03+00:00,aynmeow,7.68671326693457E+017,in,"⠈⠛⢻⡏⠀⠀⠀⠀⠀⢹⡟⠛⠁talk about: 아인 & 유신우_x000D_
⠀⠀⣿⠀⠀⢀⣀⡀⠀⠀⣿⠀   ♡🥛my sweetest duo !_x000D_
⠀⠀⠈⠛⠛⠋⠉⠙⠛⠛⠁⠀   𓄲 ☆ pinkish energy 🍭",0,0,0,0,https://x.com/aynmeow/status/1842083994080575697,,0,aynmeow,
@Fullsunsunfwl @starfess Judulnya happy. Yang nyanyi day6 yang seminggu lagi konser 4 hari di Indonesia ,1.84210581986278E+018,2024-10-04 07:33:46+00:00,viaznia,1.44485099501236E+018,in,,0,0,0,1,https://x.com/viaznia/status/1842105819862798742,"Fullsunsunfwl,starfess",2,viaznia,Fullsunsunfwl
TRIP KONSER BOGOR - DAY6 in JAKARTA by @ConcertMateID Bogor Citeureup Sentul Ciawi ↔️ BCIS 170k ️ belum termasuk tiket Ancol (+28k) ️ https://t.co/Me5eYdkiWV 19 Okt: 10 available 20 Okt: 18 available https://t.co/KsmHW1k0R6 #DAY6_FOREVER_YOUNG_Indonesia https://t.co/xuisR3foOq,1.84246292118995E+018,2024-10-05 07:12:46+00:00,eidohlony,1.61134744753998E+018,in,Jjimjilbang,0,0,0,0,https://x.com/eidohlony/status/1842462921189962058,ConcertMateID,1,eidohlony,ConcertMateID
D-14! cuma bisa bismillah aja lah #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Indonesia https://t.co/pYq0foK2xh,1.84250500910511E+018,2024-10-05 10:00:00+00:00,maarsple,1.33228130957449E+018,in,,0,1,0,0,https://x.com/maarsple/status/1842505009105117543,,0,maarsple,
malam temen-temen siap tau ada yg cari trip Cibubur yuk boleh tanya-tanya dulu PP 185k (included tiket Ancol) (DAY 2) DP 50% Testi cek pin #DAY6_FOREVER_YOUNG_Indonesia,1.84253928015522E+018,2024-10-05 12:16:11+00:00,biru_tripkonser,1.74400591219568E+018,in,"Jakarta Timur, DKI Jakarta",0,1,0,0,https://x.com/biru_tripkonser/status/1842539280155234402,,0,biru_tripkonser,
Sayang sekali venue Day6 yang (harusnya) bisa begini tahun ini di Indonesia cuma di DBL Arena. Ngapaiiiin pada ngadain konser di BCIS sih? ,1.84260430983139E+018,2024-10-05 16:34:36+00:00,sakabmw,80051157,in,,0,1,0,0,https://x.com/sakabmw/status/1842604309831401513,,0,sakabmw,
Myday! Kita ready kipas kerang kayak gini ya ada per member / grup. Bahan stiker premium + laminasi glosi. Bisa cod di venue konser Bali Price 15k/ pcs aja. Jgn lupa ada freebies juga #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_INDONESIA #DAY6inBALI #MYDAYBALI https://t.co/XSrOkDlKb2,1.84260595505967E+018,2024-10-05 16:41:08+00:00,cumapecintakpop,1.82736584876143E+018,in,📍Bali,0,0,0,0,https://x.com/cumapecintakpop/status/1842605955059679338,,0,cumapecintakpop,
MOANA memiliki streamer yg kuat (contohnya di Spotify) kami jg aktif streaming Youtube pasar Kpop jg cukup besar di Indonesia (bisa lihat NCT &amp; SuJu). Seharusnya @BIGHIT_MUSIC bisa belajar dr konser DAY6 di Indo (2 hari di weekend) bahkan diselenggarakan di 3 kota Indonesia https://t.co/LpbZqjOCyv,1.84261005964755E+018,2024-10-05 16:57:26+00:00,hyukais_mine,1.51955439148506E+018,in,00L (she/her),0,1,29,64,https://x.com/hyukais_mine/status/1842610059647562148,BIGHIT_MUSIC,1,hyukais_mine,BIGHIT_MUSIC
YUK SEGERA BOOKING ‼️ SLOT MASIH AVAILABLE #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Indonesia https://t.co/PY7xPgXVe5,1.84261549201364E+018,2024-10-05 17:19:02+00:00,brushedbyrara,1.84255064898392E+018,in,"Tangerang, Indonesia",0,0,0,0,https://x.com/brushedbyrara/status/1842615492013658293,,0,brushedbyrara,
MANIFESTING YUK BISA YUK KONSER DAY6 DI INDONESIA ARENA PLISSSSSSS,1.84262443724352E+018,2024-10-05 17:54:34+00:00,zweivierachts,1.76066587780315E+018,in,,0,0,0,0,https://x.com/zweivierachts/status/1842624437243527487,,0,zweivierachts,
Yuk custom fanboard utk konser kalian! #ZEROBASEONEINJAKARTA #ZB1INJAKARTA #DAY6inJAKARTA #Day6inBALI #DAY6inSURABAYA #DAY6_FOREVER_YOUNG_INDONESIA #TAEMIN_WORLD_TOUR_IN_JKT #Ephemeral_GazeinJKT,1.84279700412219E+018,2024-10-06 05:20:17+00:00,chamhorangie,9.17967124395708E+017,in,,0,0,0,0,https://x.com/chamhorangie/status/1842797004122190101,,0,chamhorangie,
untuk 5 orang pertama ada free official photocard random yaaa #DAY6 #데이식스 #DAY6_FOREVER_YOUNG_Indonesia https://t.co/tosNEf9sP5,1.84280894519237E+018,2024-10-06 06:07:44+00:00,sellbuybyay,1.41081867011315E+018,in,"BKS, INA",0,0,0,0,https://x.com/sellbuybyay/status/1842808945192382555,,0,sellbuybyay,
 penampakan keychain #Day6 #DAY6_FOREVER_YOUNG_Indonesia #DAY6inJakarta #DAY6inJKT #DAY6inSurabaya #DAY6inSBY https://t.co/JiD87eza3W,1.84283444152335E+018,2024-10-06 07:49:03+00:00,budakduwit,1.31100181860063E+018,in,,0,1,0,0,https://x.com/budakduwit/status/1842834441523351813,,0,budakduwit,
 penampakan pc n sticker set #Day6 #DAY6_FOREVER_YOUNG_Indonesia #DAY6inJakarta #DAY6inJKT #DAY6inSurabaya #DAY6inSBY https://t.co/lrnv8aCmbL,1.8428345386005E+018,2024-10-06 07:49:26+00:00,budakduwit,1.31100181860063E+018,in,,0,0,0,0,https://x.com/budakduwit/status/1842834538600518101,,0,budakduwit,
Manifesting tahun depan day6 konser di indonesia arena xh konser di tendor ,1.84283915257397E+018,2024-10-06 08:07:46+00:00,Keyoungmas,1.25226263257415E+018,in,,0,0,0,0,https://x.com/Keyoungmas/status/1842839152573984786,,0,Keyoungmas,
[HELP RT] Haii MyDay Surabaya Yuuk buat yg mau ikut PO makan di aku bisa isi form dibawah ya Jgn takut kelaperan waktu nonton konser biar semangat sing a long ^^ #DAY6_FOREVER_YOUNG_SURABAYA #DAY6_3RD_WORLDTOUR https://t.co/u9tJWrUenI https://t.co/Xhj7SVEsqg,1.84292200104191E+018,2024-10-06 13:36:59+00:00,dytcul1,1.1763056227086E+018,in,,2,0,1,0,https://x.com/dytcul1/status/1842922001041912263,,0,dytcul1,
haloo myday kalau masih bingung mau makan siang apa di konser surabaya nanti boleh banget yuk cobain rice bowl kami cuma 25k aja udah komplit dapet air mineral juga jadi kalian bisa mam sebelum masuk gate biar gak kelaperan waktu ngonser nanti #DAY6_FOREVER_YOUNG_Indonesia https://t.co/YmQCX9xxuB,1.84292799929933E+018,2024-10-06 14:00:49+00:00,cachoonne,8.77737074174024E+017,in,24,0,0,1,0,https://x.com/cachoonne/status/1842927999299334199,,0,cachoonne,
Siapa tau ada give away tiket day6 huhu.. Mau banget ih #DAY6_FOREVER_YOUNG_Indonesia,1.84296738720705E+018,2024-10-06 16:37:20+00:00,donshawol,173078757,in,INDONESIA,0,0,0,0,https://x.com/donshawol/status/1842967387207069930,,0,donshawol,
temen temen yg cari PO makanan buat sebelum konseran bisa langsung order disini eahhhhh. murah meriah di anter ke venue #DAY6_FOREVER_YOUNG_SURABAYA,1.84313625723865E+018,2024-10-07 03:48:22+00:00,piupiupiu__,9.32890862614232E+017,in,"ɴᴇᴏᴄɪᴛʏ, ᴄᴀʀᴀᴛʟᴀɴᴅ",0,0,1,1,https://x.com/piupiupiu__/status/1843136257238659127,,0,piupiupiu__,
@nonunanaa Maklum banget DAY6 ini musiknya dicintai sama banyak kalangan even bukan My Day ajam antusias sama konser DAY6 di Indonesia Tapi minimal mikir sih tujuannya dateng ke konser DAY6 tapi bawa ls fandom lain apa? Bahkan DK Seventeen aja ga bawa tuh caratbong. Sampe sini paham kan?,1.84324355585236E+018,2024-10-07 10:54:44+00:00,D2gh_arief,196087320,in,Jakarta Capital Region,0,0,5,58,https://x.com/D2gh_arief/status/1843243555852370158,nonunanaa,1,D2gh_arief,nonunanaa
Myday Surabaya ada promo nihh yuukk ikut PO buat tgl 16 Oktober 2024 kita hadir di Jawa Pos Arena (DBL) yaah yg mau mam buat konser lgsg isi form dibawah ^^ https://t.co/u9tJWrUenI #DAY6_FOREVER_YOUNG_SURABAYA #DAY6_3RD_WORLDTOUR https://t.co/UOGhXWfVct,1.84360899409678E+018,2024-10-08 11:06:51+00:00,dytcul1,1.1763056227086E+018,in,,3,0,3,3,https://x.com/dytcul1/status/1843608994096787565,,0,dytcul1,
guyss ada yang cari ots atau ke venue meskipun ga dpt tiket gk pas konser day6 sby??? #DAY6_FOREVER_YOUNG_Indonesia #DAY6_3RD_WORLDTOUR #DAY6,1.84381266569898E+018,2024-10-09 00:36:10+00:00,Taeggart_parkeu,9.98437011055783E+017,in,02z,0,1,0,0,https://x.com/Taeggart_parkeu/status/1843812665698988307,,0,Taeggart_parkeu,
Huhu happy sekali kalau dapet chat gini dari buyerku #DAY6_FOREVER_YOUNG_Indonesia https://t.co/bp3KtnB3v4,1.84384656981012E+018,2024-10-09 02:50:53+00:00,PJHOONIEE_,1.50290825245913E+018,in,,0,0,0,0,https://x.com/PJHOONIEE_/status/1843846569810137269,,0,PJHOONIEE_,
Ada yang mau butterfly confetti For day6 surabaya bali jakarta? #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_INDONESIA #DAY6inBALI #MYDAYBALI https://t.co/yaYjXXw5fV,1.84387872030369E+018,2024-10-09 04:58:39+00:00,niagtyna,9.43780881499528E+017,in,,1,6,0,8,https://x.com/niagtyna/status/1843878720303706466,,0,niagtyna,
 TRIP KONSER BOGOR - DAY6 in JAKARTA by @ConcertMateID Bogor Citeureup Sentul Ciawi ↔️ BCIS ️ https://t.co/Me5eYdkiWV 170k ️ belum termasuk tiket Ancol (+28k) 19 Okt: 7 available 20 Okt: 10 available https://t.co/KsmHW1k0R6 #DAY6_FOREVER_YOUNG_Indonesia https://t.co/dTzUD1GQAQ,1.84391487237298E+018,2024-10-09 07:22:18+00:00,eidohlony,1.61134744753998E+018,in,Jjimjilbang,0,0,0,0,https://x.com/eidohlony/status/1843914872372998236,ConcertMateID,1,eidohlony,ConcertMateID
Sudah siap ketemu DAY6 KLovers? BALI NUSA DUA CONVENTION CENTER 13 OKTOBER 2024 6:30 PM WITA #DAY6 #DAY6_FOREVER_YOUNG_Indonesia #DAY6_FOREVER_YOUNG_Bali #kapanlagikorea #KLK_ps https://t.co/WRhROTDzsJ,1.84391718509127E+018,2024-10-09 07:31:29+00:00,KapanlagiKorea,1.16479621224915E+018,in,Indonesia,0,0,1,2,https://x.com/KapanlagiKorea/status/1843917185091285093,,0,KapanlagiKorea,
Halo My Day sudah gak sabar dong dengan konser spesial dari band pop-rock asal Korea Selatan. Konser bertajuk DAY6 3RD WORLD TOUR &lt;FOREVER YOUNG&gt; ini dipromotori oleh @mecimapro. Konser DAY6 di Indonesia kali ini spesial karena akan digelar di 3 kota yaitu Bali Jakarta dan https://t.co/tLVTTZ3ga2,1.84394774875808E+018,2024-10-09 09:32:56+00:00,tvOneNews,55507370,in,"Pulo Gadung, Indonesia",0,0,0,1,https://x.com/tvOneNews/status/1843947748758081742,mecimapro,1,tvOneNews,mecimapro
