full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
241019 sungjin papah cakep maksimal mentok #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta #성진 #sungjin https://t.co/xltozwm7NK,1.84758397075155E+018,2024-10-19 10:21:59+00:00,mnobba,269696549,in,트레저-D6-영원히,3,0,51,210,https://x.com/mnobba/status/1847583970751566016,,0,mnobba,
ute agenda lagi-lagi dapet view dowoon ketutupan wonpil &amp; simbal 241019 day6 forever young soundcheck #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta https://t.co/ZkhdtTcpuS,1.84758567843313E+018,2024-10-19 10:28:46+00:00,yeolmae9,191827960,in,biasku banyak,0,0,1,8,https://x.com/yeolmae9/status/1847585678433145302,,0,yeolmae9,
youngk g nya geal geol #Day6inJakarta #DAY6_FOREVER_YOUNG_Jakarta https://t.co/erDOmI8jKX,1.84759095183502E+018,2024-10-19 10:49:44+00:00,cinnamorwooll,3267606307,in,,6,0,180,459,https://x.com/cinnamorwooll/status/1847590951835025508,,0,cinnamorwooll,
Ihhh pasti mewek nih member day6 Mood day6 selama konser di Indonesia dibuat nano nano hehe. Keren buat @MydayCrewINA yg uda bikin fan projects selama konser Indonesia ,1.84759221777669E+018,2024-10-19 10:54:45+00:00,rori9713,1.56496455807823E+018,in,,0,0,0,1,https://x.com/rori9713/status/1847592217776705988,MydayCrewINA,1,rori9713,MydayCrewINA
BROOOO DEG DEG AN NYA BERASA BANGET BROOOO ️ #DAY6_FOREVER_YOUNG_Jakarta #DAY6_3RD_WORLDTOUR https://t.co/J0KRBsR5SZ,1.84759281057866E+018,2024-10-19 10:57:07+00:00,flowernonu,8.63345531438866E+017,in,,0,1,0,1,https://x.com/flowernonu/status/1847592810578661855,,0,flowernonu,
guys info mixlr hari ini dong #DAY6_Forever_Young_Jakarta,1.84760162177955E+018,2024-10-19 11:32:08+00:00,myharupiri,1316122710,in,2won,0,1,0,0,https://x.com/myharupiri/status/1847601621779566704,,0,myharupiri,
Sungjin bingung kenapa my day teriak wkwk Jawaban nya karna lo gulung baju #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_INDONESIA #Day6injakarta https://t.co/dwt8DPG8v9,1.84760430057664E+018,2024-10-19 11:42:46+00:00,lezgetitbribrii,1.5075796383775E+018,in,,10,5,205,591,https://x.com/lezgetitbribrii/status/1847604300576653601,,0,lezgetitbribrii,
Test sinyal 241019 #데이식스 #DAY6_FOREVER_YOUNG_JAKARTA #Day6inJAKARTA https://t.co/c3b7OU8JDJ,1.84760586313528E+018,2024-10-19 11:48:59+00:00,cammellian,3154241401,in,,1,2,8,83,https://x.com/cammellian/status/1847605863135289792,,0,cammellian,
Gakaiwaaaa ️ *pingsan* #DAY6_FOREVER_YOUNG_Jakarta https://t.co/Rgizf3S5Ge,1.8476080628E+018,2024-10-19 11:57:43+00:00,Caramelowfat,1.04408811794521E+018,tl,,12,0,155,478,https://x.com/Caramelowfat/status/1847608062800011701,,0,Caramelowfat,
kim (GENIT) wonpil mulai beraksi #DAY6_Forever_Young_Jakarta #데이식스 https://t.co/CP9PvkzOde,1.84760854219661E+018,2024-10-19 11:59:38+00:00,earlyonk,9.97359285876092E+017,in,"Daegu, Republic of Korea",27,4,490,1463,https://x.com/earlyonk/status/1847608542196617543,,0,earlyonk,
Yeppeoseo~~~~ Dalam 1 video ini ada banyak kejadian terjadi..... Silahkan di cek fokus ke YoungK #DAY6_FOREVER_YOUNG_Jakarta https://t.co/HbQdnYNGFt,1.84761292837712E+018,2024-10-19 12:17:03+00:00,Caramelowfat,1.04408811794521E+018,in,,39,1,376,1379,https://x.com/Caramelowfat/status/1847612928377135218,,0,Caramelowfat,
Doi ketagihan rapopo dong wkwkwk Ayo gass wonpil buat ktp sby #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #WONPIL https://t.co/uu3DZBIq63,1.84761298023574E+018,2024-10-19 12:17:16+00:00,ssaxcsj,1.1382436607833E+018,in,,0,0,30,174,https://x.com/ssaxcsj/status/1847612980235759950,,0,ssaxcsj,
NOHSAM #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/6cJHIXRZkE,1.8476143793927E+018,2024-10-19 12:22:49+00:00,retrouvaillesix,9.36448126818253E+017,et,191201 241019,15,2,246,704,https://x.com/retrouvaillesix/status/1847614379392717049,,0,retrouvaillesix,
ONLY (nangis jelek) #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/VWD4hAJu1w,1.84761640014545E+018,2024-10-19 12:30:51+00:00,retrouvaillesix,9.36448126818253E+017,in,191201 241019,160,5,1023,3224,https://x.com/retrouvaillesix/status/1847616400145469658,,0,retrouvaillesix,
AH WAE #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/heaGdPWs6d,1.8476193152161E+018,2024-10-19 12:42:26+00:00,retrouvaillesix,9.36448126818253E+017,in,191201 241019,5,1,114,321,https://x.com/retrouvaillesix/status/1847619315216109767,,0,retrouvaillesix,
LMOLM SERU BGTTT #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/wXJth1LpCT,1.8476200411201E+018,2024-10-19 12:45:19+00:00,retrouvaillesix,9.36448126818253E+017,in,191201 241019,31,0,446,1290,https://x.com/retrouvaillesix/status/1847620041120108660,,0,retrouvaillesix,
PAPAH ROCK N ROLL #DAY6_FOREVER_YOUNG_Jakarta https://t.co/TzMoOdfEWI,1.84762197455164E+018,2024-10-19 12:53:00+00:00,Caramelowfat,1.04408811794521E+018,in,,40,1,344,933,https://x.com/Caramelowfat/status/1847621974551646328,,0,Caramelowfat,
Wonpil Simanjuntak #DAY6_FOREVER_YOUNG_Jakarta https://t.co/Yj6ZE7Zq8u,1.84762224935401E+018,2024-10-19 12:54:06+00:00,Caramelowfat,1.04408811794521E+018,in,,0,0,9,19,https://x.com/Caramelowfat/status/1847622249354018943,,0,Caramelowfat,
SUNGJIN NANGIS LAGI #DAY6_FOREVER_YOUNG_Jakarta https://t.co/oidKsmp5Ys,1.84762437148316E+018,2024-10-19 13:02:32+00:00,Caramelowfat,1.04408811794521E+018,tl,,24,0,179,502,https://x.com/Caramelowfat/status/1847624371483164981,,0,Caramelowfat,
suka banget background ini cantik #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/XVN1WS7vhj,1.84762602991513E+018,2024-10-19 13:09:07+00:00,milkyucil,1.36150191453434E+018,in,tbzday6,0,0,1,3,https://x.com/milkyucil/status/1847626029915132279,,0,milkyucil,
PART DOWOON SHOOT ME INI ANJIR SIH BENER BENER YAALLAH GILA DIA KEREN KEREN BGT mana outfit cowo ganteng gitu AAAA A A A A. A aku nggak kuat #DAY6_Forever_Young_JAKARTA https://t.co/j6Pa5aL8AJ,1.84762642678855E+018,2024-10-19 13:10:42+00:00,kdyowoo,249539478,in,Indonesia,110,2,1516,4270,https://x.com/kdyowoo/status/1847626426788565381,,0,kdyowoo,
Sungjin : aku gapapa kok PAPAH #DAY6_FOREVER_YOUNG_Jakarta https://t.co/IgCeRN7T6I,1.84762843609505E+018,2024-10-19 13:18:41+00:00,Caramelowfat,1.04408811794521E+018,in,,145,0,926,2982,https://x.com/Caramelowfat/status/1847628436095062350,,0,Caramelowfat,
@ mecima tolong konser day6 tahun depan di indonesia arena aja plisssss,1.8476285611734E+018,2024-10-19 13:19:10+00:00,hikkeun,1.27633864493713E+018,in,‘98,46,8,397,1104,https://x.com/hikkeun/status/1847628561173401994,,0,hikkeun,
Sungjin nangis lagi it's okay kalo mau nangis dinangisin aja yaa #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #SUNGJIN https://t.co/FnH18HAWmd,1.84762924534409E+018,2024-10-19 13:21:54+00:00,ssaxcsj,1.1382436607833E+018,in,,1,0,25,162,https://x.com/ssaxcsj/status/1847629245344096312,,0,ssaxcsj,
Shoot me seru abis️‍️‍️‍ #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Jakarta https://t.co/rkKoZaqrsS,1.84763037252972E+018,2024-10-19 13:26:22+00:00,aerieriya,1.09466473323013E+018,in,Orang dalem aespa,32,7,660,1780,https://x.com/aerieriya/status/1847630372529721767,,0,aerieriya,
butakhaeyo wonpil #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/b45lEBbbUK,1.84763045820251E+018,2024-10-19 13:26:43+00:00,retrouvaillesix,9.36448126818253E+017,in,191201 241019,5,0,236,796,https://x.com/retrouvaillesix/status/1847630458202513833,,0,retrouvaillesix,
jiwanya wonpil masih terdampar di Surabaya kah? wkwk rapopo #DAY6_FOREVER_YOUNG_Jakarta https://t.co/FMcl2X1z5S,1.8476326677032E+018,2024-10-19 13:35:29+00:00,_hinih,1.24276882756318E+018,in,she/her 🤸‍♀️,0,0,3,29,https://x.com/_hinih/status/1847632667703202011,,0,_hinih,
Dr kemarin nyimak konser day6 di Indonesia di 3 kota. Di semuanya sungjin marah gara2 sound,1.84763415017995E+018,2024-10-19 13:41:23+00:00,itslovemaze_,1.07286033318888E+018,in,Jangan lupa solat!,0,0,0,1,https://x.com/itslovemaze_/status/1847634150179950778,,0,itslovemaze_,
Day6 keren banget gak boong #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Jakarta https://t.co/F2xpGWyvlI,1.84763465818118E+018,2024-10-19 13:43:24+00:00,aerieriya,1.09466473323013E+018,in,Orang dalem aespa,2,1,161,504,https://x.com/aerieriya/status/1847634658181194146,,0,aerieriya,
TETAP LUCU LUCU TERUS YA BRIWOON #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_INDONESIA #Day6inJakarta https://t.co/0SFinCqfbz,1.84763719737956E+018,2024-10-19 13:53:29+00:00,lezgetitbribrii,1.5075796383775E+018,in,,1,2,70,174,https://x.com/lezgetitbribrii/status/1847637197379576129,,0,lezgetitbribrii,
Congratulation and flashlight ️ Banjjak banjjak kongchu #DAY6_FOREVER_YOUNG_Jakarta https://t.co/v6YlLc4nVC,1.84763778067721E+018,2024-10-19 13:55:49+00:00,Caramelowfat,1.04408811794521E+018,in,,2,0,123,550,https://x.com/Caramelowfat/status/1847637780677218326,,0,Caramelowfat,
Sempet panik H-1 belom dapet konfirmasi email sama sekali. Udah email / wa helpdesk gada jawaban samsek. Akhirnya nekat buat dateng ke venue buat konfirmasi langsung. Dan lega banget bisa secure tiket. See you besok guys! #DAY6 #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/lclzD14xVT,1.8476386231157E+018,2024-10-19 13:59:09+00:00,revanzahma_,1.11343744436642E+018,in,"Jakarta Barat, DKI Jakarta",0,2,1,6,https://x.com/revanzahma_/status/1847638623115710648,,0,revanzahma_,
*lagi diem* DOWOON: GRAAHHH (seret bwankk) 241019 day6 forever young DANCE DANCE #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta #데이식스 #DAY6 #WONPIL #원필 #DOWOON #도운 https://t.co/eSRcfzBWzT,1.8476430408374E+018,2024-10-19 14:16:43+00:00,yeolmae9,191827960,in,biasku banyak,12,0,396,1021,https://x.com/yeolmae9/status/1847643040837403108,,0,yeolmae9,
241019 YOUNGK LU GANTENG BANGET #DAY6_FOREVER_YOUNG_Jakarta #DAY6_FOREVER_YOUNG_Indonesia https://t.co/o1ev6RFP07,1.84764418973729E+018,2024-10-19 14:21:17+00:00,pacemakerstay,1.40808816642733E+018,in,02l,0,0,1,4,https://x.com/pacemakerstay/status/1847644189737308340,,0,pacemakerstay,
241019 Ya maap suara gw yh #DAY6_FOREVER_YOUNG_Jakarta #DAY6_FOREVER_YOUNG_Indonesia https://t.co/fGPEHKReJ8,1.84764463232864E+018,2024-10-19 14:23:02+00:00,pacemakerstay,1.40808816642733E+018,in,02l,0,1,2,1,https://x.com/pacemakerstay/status/1847644632328642791,,0,pacemakerstay,
Besok ada yg nonton konser day6 sendiri? Bareng dong sendiri bgt nih #DAY6_FOREVER_YOUNG_JAKARTA #DAY6_3RD_WORLDTOUR,1.84764564962772E+018,2024-10-19 14:27:05+00:00,deandranybi_,289262025,in,"Jkt, Ind",0,0,1,1,https://x.com/deandranybi_/status/1847645649627730246,,0,deandranybi_,
tirimikisi bingkisan air cemilan bakmi gm &amp; chatime-nya @mecimapro wkwkwk #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta #데이식스 #DAY6 https://t.co/EWCEWCw6AA,1.8476489265742E+018,2024-10-19 14:40:06+00:00,yeolmae9,191827960,in,biasku banyak,0,0,0,4,https://x.com/yeolmae9/status/1847648926574203155,mecimapro,1,yeolmae9,mecimapro
dua pilar kehidupan gue #DAY6_Forever_Young_Jakarta #데이식스 https://t.co/z14N8VctMg,1.84764993978416E+018,2024-10-19 14:44:07+00:00,earlyonk,9.97359285876092E+017,in,"Daegu, Republic of Korea",0,0,2,14,https://x.com/earlyonk/status/1847649939784171829,,0,earlyonk,
hasil jepretan hari ini mayam buat wallpaper #DAY6_FOREVER_YOUNG_JAKARTA #DAY6 #DAY6_3RD_WORLDTOUR https://t.co/af2kK9TOmd,1.84765173635554E+018,2024-10-19 14:51:16+00:00,arraseoyeo,720140660,in,mulfan • 24,1,4,10,60,https://x.com/arraseoyeo/status/1847651736355557727,,0,arraseoyeo,
(pls help rt!) dear myday dan orang baik hati jika liat don v2019 dengan gantungan warna hitam ini tolong kontak aku ya. jatuh di area bag check dan check in pink section kira2 jam 12:30pm day 1 #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/W7U4605VjX,1.84765199557612E+018,2024-10-19 14:52:18+00:00,artiepieces,1.68999889960218E+018,in,🇮🇩,1,1,7,0,https://x.com/artiepieces/status/1847651995576127775,,0,artiepieces,
 foto sama day6 foto sama pelopor guard #Day6ForeverYoung #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Indonesia https://t.co/PDleW5OhGu,1.84765293476048E+018,2024-10-19 14:56:02+00:00,RYABGL,75992308,in,,0,0,0,2,https://x.com/RYABGL/status/1847652934760485058,,0,RYABGL,
Mukanya asem bgt brou #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/jx4gNcSnkT,1.8476537724888E+018,2024-10-19 14:59:21+00:00,sungddinly,1.32471862371423E+018,in,,0,0,2,2,https://x.com/sungddinly/status/1847653772488814689,,0,sungddinly,
Piri piri wompiriii 241019 #DAY6_FOREVER_YOUNG_JAKARTA #DAY6inJAKARTA #DAY6 #데이식스 https://t.co/kYzRO2zH6u,1.84765419162976E+018,2024-10-19 15:01:01+00:00,sungjjiniya,1.80049210058646E+018,in,01L⊹₊⟡⋆,2,0,41,157,https://x.com/sungjjiniya/status/1847654191629762996,,0,sungjjiniya,
Lihat gemes YoungK menal menul #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta #데이식스 #DAY6 https://t.co/WDS1yW9wwz,1.84765455094745E+018,2024-10-19 15:02:27+00:00,cupfuckincake,7.37467139548814E+017,in,"Jakarta Capital Region, Indone",4,0,77,235,https://x.com/cupfuckincake/status/1847654550947451129,,0,cupfuckincake,
abis ini nungguin apalagi yaaa :( #Day6ForeverYoung #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Indonesia https://t.co/9xTRQcZ6BP,1.84765587654883E+018,2024-10-19 15:07:43+00:00,RYABGL,75992308,in,,0,0,0,1,https://x.com/RYABGL/status/1847655876548841592,,0,RYABGL,
@lezgetitbribrii doaku paling kenceng adalah bisa hadir di setiap venue konser #DAY6 dimanapun di Indonesia ,1.84765644086726E+018,2024-10-19 15:09:57+00:00,pu3wiija_,67000045,in,"Denpasar, Bali",1,0,1,25,https://x.com/pu3wiija_/status/1847656440867279123,lezgetitbribrii,1,pu3wiija_,lezgetitbribrii
Penantian 5 thn yg sgt sgt sgt sgt puas aaaaaaa! Thank you so much my super band @day6official ️‍ #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_INDONESIA https://t.co/qGZubrYlyy,1.84765676876538E+018,2024-10-19 15:11:16+00:00,vanessaadeliap,1.0104010779366E+018,in,,0,1,0,6,https://x.com/vanessaadeliap/status/1847656768765382783,day6official,1,vanessaadeliap,day6official
otw surga ga sih #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/sxlfIPYQi9,1.84765704912105E+018,2024-10-19 15:12:22+00:00,sangyeobojagi,1.3996765625978E+018,in,yeop's 🎶 rec:,0,0,0,8,https://x.com/sangyeobojagi/status/1847657049121050725,,0,sangyeobojagi,
Takut bgt ama watermark nya youngk #YOUNGK #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Jakarta https://t.co/H4us5kVun4,1.84765745572945E+018,2024-10-19 15:13:59+00:00,hannahzooah,1.48044483680091E+018,in,,0,0,1,8,https://x.com/hannahzooah/status/1847657455729463456,,0,hannahzooah,
Fokus yg depan aja ges #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #Day6inJakarta https://t.co/2dLXXBVW7s,1.84765762192036E+018,2024-10-19 15:14:39+00:00,nagajuseio,1.06657738358129E+018,in,,0,0,6,16,https://x.com/nagajuseio/status/1847657621920371135,,0,nagajuseio,
ketik 1 kalau kalian setuju wonpil naksir gw #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/CBO35rKxoq,1.84765841285284E+018,2024-10-19 15:17:48+00:00,potatonyu,1.06475229914102E+018,in,,0,1,0,2,https://x.com/potatonyu/status/1847658412852859035,,0,potatonyu,
BUTAKKKHAEYO 241019 #DAY6_FOREVER_YOUNG_JAKARTA #DAY6 #데이식스 https://t.co/AV5FXCO37v,1.84765917693332E+018,2024-10-19 15:20:50+00:00,sedanglapar,966236263,in,♡  day6 ♡ en- ♡ ,4,0,32,86,https://x.com/sedanglapar/status/1847659176933339405,,0,sedanglapar,
241019 #데이식스 #성진 #영케이 #원필 #도운 #DAY6_FOREVER_YOUNG_Jakarta visual hari ini ️ https://t.co/mUAr5atoq0,1.84765922564605E+018,2024-10-19 15:21:01+00:00,songil,62308645,in,Indonesia,4,0,159,439,https://x.com/songil/status/1847659225646059746,,0,songil,
dua pilar kehidupan #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta https://t.co/CLW67FFYR3,1.8476595309494E+018,2024-10-19 15:22:14+00:00,briancokr,1.14678421124575E+018,in,,0,0,1,1,https://x.com/briancokr/status/1847659530949407119,,0,briancokr,
191024 DAY6 FOREVER YOUNG JAKARTA DAY1 Niatnya ga mau rekam banyak tp pria ini terlalu mempesona #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Indonesia #DAY6inJakarta https://t.co/vVQvLhUB0A,1.84766092281245E+018,2024-10-19 15:27:46+00:00,bluescooter27,1.26487011788163E+018,in,,0,0,1,3,https://x.com/bluescooter27/status/1847660922812453217,,0,bluescooter27,
vibesnya lagi nonton aa kating di pensi sekolah sumpah #YOUNGK #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/q6ZhLNUsl0,1.84766096329158E+018,2024-10-19 15:27:56+00:00,melonkaira,1.5340441427995E+018,in,,0,0,2,1,https://x.com/melonkaira/status/1847660963291594963,,0,melonkaira,
yonk hari ini gila BANGET 241019 #DAY6_FOREVER_YOUNG_JAKARTA #DAY6inJAKARTA #DAY6 #데이식스 #영케이 https://t.co/q8jB2s1JS5,1.84766200903232E+018,2024-10-19 15:32:05+00:00,sungjjiniya,1.80049210058646E+018,in,01L⊹₊⟡⋆,12,2,175,581,https://x.com/sungjjiniya/status/1847662009032331307,,0,sungjjiniya,
Nyobain ngerekam ampe ngezoom bgt WKWKWKWKW^__^ 241019 #DAY6_FOREVER_YOUNG_JAKARTA #DAY6inJAKARTA #DAY6 #데이식스 https://t.co/lYoVYk1Qit,1.84766334218766E+018,2024-10-19 15:37:23+00:00,sungjjiniya,1.80049210058646E+018,in,01L⊹₊⟡⋆,2,0,32,60,https://x.com/sungjjiniya/status/1847663342187663664,,0,sungjjiniya,
lagu kebangsaan myday+day6 yorobunnnnnn ~ 예뻤어 #DAY6_3RD_WORLDTOUR #Day6inJakarta #day6_forever_young_indonesia https://t.co/6cZ1uYfPZe,1.84766429619041E+018,2024-10-19 15:41:10+00:00,widBram,133651504,in,,0,1,2,4,https://x.com/widBram/status/1847664296190423447,,0,widBram,
Makasih ya mas buat inspirasi taun depan! #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/2NP6m1FX1e,1.84766462625283E+018,2024-10-19 15:42:29+00:00,naniwlndr,263042736,in,Bogor - Tasikmalaya,0,0,0,0,https://x.com/naniwlndr/status/1847664626252849527,,0,naniwlndr,
Gantengg bangett semuanyaa #DAY6_FOREVER_YOUNG_Jakarta https://t.co/RTa0IR93Tg,1.84766469334494E+018,2024-10-19 15:42:45+00:00,misomashou,1.30855996771717E+018,in,💁‍♀️ | INA/ENG | selective ,0,0,1,0,https://x.com/misomashou/status/1847664693344948325,,0,misomashou,
yoon dowoon #DAY6_FOREVER_YOUNG_Indonesia #DAY6_3RD_WORLDTOUR #DAY6inJakarta https://t.co/B218ImpozU,1.84766502372608E+018,2024-10-19 15:44:04+00:00,dountoart,1.67565939934666E+018,in,,0,0,2,5,https://x.com/dountoart/status/1847665023726080359,,0,dountoart,
241019 sungjin singing youngk s rapp in congratulations #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/UwmyNkXgvQ,1.8476653164088E+018,2024-10-19 15:45:14+00:00,terpilwon,1.42334186629289E+018,in,21 | she/her | selective,7,0,161,536,https://x.com/terpilwon/status/1847665316408807875,,0,terpilwon,
wkwkw si yonk lg #DAY6_FOREVER_YOUNG_JAKARTA #DAY6_FOREVER_YOUNG_INDONESIA https://t.co/6sKEKNEh9j,1.84766568205564E+018,2024-10-19 15:46:41+00:00,buceenday6,1.34208102851339E+018,in,00's,0,0,1,1,https://x.com/buceenday6/status/1847665682055647419,,0,buceenday6,
watermarknya suara gue aje hyukdohri sepanjang konser teriak SUNGJIN STRESS LU DIEM IH KACAW BANGET WOOOYYY DIEM GA?! #DAY6_Forever_Young_Jakarta #Day6inJakarta #DAY6_3RD_WORLDTOUR https://t.co/A4ujFz1GjY,1.84766570570732E+018,2024-10-19 15:46:46+00:00,dandeaniee,1.69339055675034E+018,in,уоu.wіᥣᥣ.knоvv,1,0,7,21,https://x.com/dandeaniee/status/1847665705707327922,,0,dandeaniee,
yuk penuhin slot TRIP KONSER DAY6 JKT DAY 2 ONLY AREA JAKARTA YA mau pulang/pergi atau pulang-pergi jg bisa ya #tripkonser #DAY6_3RD_WORLDTOUR_INDONESIA #konser #trip #jakarta,1.84766576206198E+018,2024-10-19 15:47:00+00:00,hellopinkcloud,1.07266205632989E+018,in,"Purwakarta, Indonesia",0,1,0,0,https://x.com/hellopinkcloud/status/1847665762061996430,,0,hellopinkcloud,
241019 Geter kena gebukan dowoon #DAY6_FOREVER_YOUNG_Jakarta #DAY6_FOREVER_YOUNG_Indonesia https://t.co/vV1mOunWEL,1.84766619719585E+018,2024-10-19 15:48:44+00:00,pacemakerstay,1.40808816642733E+018,in,02l,1,0,2,5,https://x.com/pacemakerstay/status/1847666197195866161,,0,pacemakerstay,
241019 ㅡ DAY6 WORLD TOUR &lt;FOREVER YOUNG&gt; IN JAKARTA SOUNDCHECK DAY 1 KIM WONPIL SAYANGKU #원필 #WONPIL #DAY6 #데이식스 #DAY6inJKT #DAY6inJakarta #DAY6_FOREVER_YOUNG_Indonesia #DAY6_FOREVER_YOUNG_Jakarta https://t.co/sTjpIStyMQ,1.84766723771453E+018,2024-10-19 15:52:52+00:00,vitaprs,71485554,en,multifandom🌤,5,1,83,426,https://x.com/vitaprs/status/1847667237714530514,,0,vitaprs,
241019 Lagu yg berasa abis disakitin 1000 kali #DAY6_FOREVER_YOUNG_Jakarta #DAY6_FOREVER_YOUNG_Indonesia https://t.co/OIkdcASF0i,1.84766740578456E+018,2024-10-19 15:53:32+00:00,pacemakerstay,1.40808816642733E+018,in,02l,1,0,1,0,https://x.com/pacemakerstay/status/1847667405784568041,,0,pacemakerstay,
241019 WOI YOUNGK SPILL PUNYA ENERGI SEBANYAK ITU. DI MELTDOWN GW DAH GADA TENAGA ANJR #DAY6_FOREVER_YOUNG_Jakarta #DAY6_FOREVER_YOUNG_Indonesia https://t.co/sc1SCGFiRX,1.84766816557008E+018,2024-10-19 15:56:33+00:00,pacemakerstay,1.40808816642733E+018,in,02l,1,0,2,4,https://x.com/pacemakerstay/status/1847668165570085263,,0,pacemakerstay,
241019 DAY6 World Tour Forever Young in Jakarta Kali ini dowoon keliatan wujudnya #DAY6 #데이식스 #DAY6inJKT #DAY6inJakarta #DOWOON #도운 #DAY6_FOREVER_YOUNG_Jakarta https://t.co/4OjvbQlOzu,1.84766846019903E+018,2024-10-19 15:57:43+00:00,monstraykidsix,1.04935526833142E+018,in,,0,0,21,33,https://x.com/monstraykidsix/status/1847668460199039172,,0,monstraykidsix,
Kongchu mainly yonK focus &gt;__&lt; ah gila dah gw banyak bgt ngerekam doi hari ini soalnya GANTENG BANGET ADAAAHHHHHH 241019 #DAY6_FOREVER_YOUNG_JAKARTA #DAY6inJAKARTA #DAY6 #데이식스 #영케이 https://t.co/GN1IFlHtXr,1.84766892933613E+018,2024-10-19 15:59:35+00:00,sungjjiniya,1.80049210058646E+018,in,01L⊹₊⟡⋆,5,1,150,421,https://x.com/sungjjiniya/status/1847668929336135888,,0,sungjjiniya,
bahkan udah di depan pun masih susah dapet foto dw gara2 sicymbal ituu wkwkwkwk #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/QH70GRI75c,1.84766897136722E+018,2024-10-19 15:59:45+00:00,ryzkifauzan,575983062,in,,0,1,0,5,https://x.com/ryzkifauzan/status/1847668971367239829,,0,ryzkifauzan,
Shoot Me (piri focus) p mksut melet2 di awal???‍ 241019 #DAY6_FOREVER_YOUNG_JAKARTA #DAY6inJAKARTA #DAY6 #데이식스 #원필 https://t.co/1H9UYVLc8R,1.84767164403646E+018,2024-10-19 16:10:22+00:00,sungjjiniya,1.80049210058646E+018,in,01L⊹₊⟡⋆,6,0,161,444,https://x.com/sungjjiniya/status/1847671644036464686,,0,sungjjiniya,
wonpil lu sih bener bener ya aku ga bisa rapopo kalau begini helppp #DAY6 #WONPIL #DAY6_3RD_WORLDTOUR_INDONESIA #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/9uiNq3UxWW,1.8476718363579E+018,2024-10-19 16:11:08+00:00,depheera,50526648,in,,1,2,5,13,https://x.com/depheera/status/1847671836357906836,,0,depheera,
Minum kopi ganteng #DAY6_FOREVER_YOUNG_JAKARTA #Day6inJkt https://t.co/N9MEKHQHni,1.84767218301705E+018,2024-10-19 16:12:31+00:00,shuamesyi,1237680462,in,Exo Planet🪐,0,0,0,1,https://x.com/shuamesyi/status/1847672183017058424,,0,shuamesyi,
mengnya mbul bgttt&gt;___&lt; 241019 #DAY6_FOREVER_YOUNG_JAKARTA #DAY6inJAKARTA #DAY6 #데이식스 #영케이 https://t.co/ORC6iXqgOH,1.84767222397451E+018,2024-10-19 16:12:40+00:00,sungjjiniya,1.80049210058646E+018,in,01L⊹₊⟡⋆,5,0,126,389,https://x.com/sungjjiniya/status/1847672223974511033,,0,sungjjiniya,
